Participant,Moment,TimeBin_x,Stroop_RT_mean,TimeBin_y,NapGroup_x,Impulsivity,TimeBin,NapGroup_y,Perseverance,NapGroup
02_IS,post_nap,15-20,0.6180093454760175,0-5,Nap,0.0,0-5,Nap,0.25,Nap
02_IS,post_nap,15-20,0.6180093454760175,0-5,Nap,0.0,5-10,Nap,0.375,Nap
02_IS,post_nap,15-20,0.6180093454760175,0-5,Nap,0.0,10-15,Nap,0.3225806451612903,Nap
02_IS,post_nap,15-20,0.6180093454760175,0-5,Nap,0.0,15-20,Nap,0.3181818181818182,Nap
02_IS,post_nap,15-20,0.6180093454760175,5-10,Nap,0.16666666666666666,0-5,Nap,0.25,Nap
02_IS,post_nap,15-20,0.6180093454760175,5-10,Nap,0.16666666666666666,5-10,Nap,0.375,Nap
02_IS,post_nap,15-20,0.6180093454760175,5-10,Nap,0.16666666666666666,10-15,Nap,0.3225806451612903,Nap
02_IS,post_nap,15-20,0.6180093454760175,5-10,Nap,0.16666666666666666,15-20,Nap,0.3181818181818182,Nap
02_IS,post_nap,15-20,0.6180093454760175,10-15,Nap,0.05,0-5,Nap,0.25,Nap
02_IS,post_nap,15-20,0.6180093454760175,10-15,Nap,0.05,5-10,Nap,0.375,Nap
02_IS,post_nap,15-20,0.6180093454760175,10-15,Nap,0.05,10-15,Nap,0.3225806451612903,Nap
02_IS,post_nap,15-20,0.6180093454760175,10-15,Nap,0.05,15-20,Nap,0.3181818181818182,Nap
02_IS,post_nap,15-20,0.6180093454760175,15-20,Nap,0.041666666666666664,0-5,Nap,0.25,Nap
02_IS,post_nap,15-20,0.6180093454760175,15-20,Nap,0.041666666666666664,5-10,Nap,0.375,Nap
02_IS,post_nap,15-20,0.6180093454760175,15-20,Nap,0.041666666666666664,10-15,Nap,0.3225806451612903,Nap
02_IS,post_nap,15-20,0.6180093454760175,15-20,Nap,0.041666666666666664,15-20,Nap,0.3181818181818182,Nap
02_IS,pre_nap,0-5,0.8025260145301061,0-5,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,0-5,0.8025260145301061,0-5,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,0-5,0.8025260145301061,0-5,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,0-5,0.8025260145301061,0-5,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,0-5,0.8025260145301061,5-10,Nap,0.02857142857142857,0-5,Nap,0.5,Nap
02_IS,pre_nap,0-5,0.8025260145301061,5-10,Nap,0.02857142857142857,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,0-5,0.8025260145301061,5-10,Nap,0.02857142857142857,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,0-5,0.8025260145301061,5-10,Nap,0.02857142857142857,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,0-5,0.8025260145301061,10-15,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,0-5,0.8025260145301061,10-15,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,0-5,0.8025260145301061,10-15,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,0-5,0.8025260145301061,10-15,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,0-5,0.8025260145301061,15-20,Nap,0.022727272727272728,0-5,Nap,0.5,Nap
02_IS,pre_nap,0-5,0.8025260145301061,15-20,Nap,0.022727272727272728,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,0-5,0.8025260145301061,15-20,Nap,0.022727272727272728,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,0-5,0.8025260145301061,15-20,Nap,0.022727272727272728,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,5-10,0.9151861299167979,0-5,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,5-10,0.9151861299167979,0-5,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,5-10,0.9151861299167979,0-5,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,5-10,0.9151861299167979,0-5,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,5-10,0.9151861299167979,5-10,Nap,0.02857142857142857,0-5,Nap,0.5,Nap
02_IS,pre_nap,5-10,0.9151861299167979,5-10,Nap,0.02857142857142857,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,5-10,0.9151861299167979,5-10,Nap,0.02857142857142857,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,5-10,0.9151861299167979,5-10,Nap,0.02857142857142857,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,5-10,0.9151861299167979,10-15,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,5-10,0.9151861299167979,10-15,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,5-10,0.9151861299167979,10-15,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,5-10,0.9151861299167979,10-15,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,5-10,0.9151861299167979,15-20,Nap,0.022727272727272728,0-5,Nap,0.5,Nap
02_IS,pre_nap,5-10,0.9151861299167979,15-20,Nap,0.022727272727272728,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,5-10,0.9151861299167979,15-20,Nap,0.022727272727272728,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,5-10,0.9151861299167979,15-20,Nap,0.022727272727272728,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,10-15,0.7194012524717945,0-5,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,10-15,0.7194012524717945,0-5,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,10-15,0.7194012524717945,0-5,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,10-15,0.7194012524717945,0-5,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,10-15,0.7194012524717945,5-10,Nap,0.02857142857142857,0-5,Nap,0.5,Nap
02_IS,pre_nap,10-15,0.7194012524717945,5-10,Nap,0.02857142857142857,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,10-15,0.7194012524717945,5-10,Nap,0.02857142857142857,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,10-15,0.7194012524717945,5-10,Nap,0.02857142857142857,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,10-15,0.7194012524717945,10-15,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,10-15,0.7194012524717945,10-15,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,10-15,0.7194012524717945,10-15,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,10-15,0.7194012524717945,10-15,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,10-15,0.7194012524717945,15-20,Nap,0.022727272727272728,0-5,Nap,0.5,Nap
02_IS,pre_nap,10-15,0.7194012524717945,15-20,Nap,0.022727272727272728,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,10-15,0.7194012524717945,15-20,Nap,0.022727272727272728,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,10-15,0.7194012524717945,15-20,Nap,0.022727272727272728,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,15-20,0.6337771394423076,0-5,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,15-20,0.6337771394423076,0-5,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,15-20,0.6337771394423076,0-5,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,15-20,0.6337771394423076,0-5,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,15-20,0.6337771394423076,5-10,Nap,0.02857142857142857,0-5,Nap,0.5,Nap
02_IS,pre_nap,15-20,0.6337771394423076,5-10,Nap,0.02857142857142857,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,15-20,0.6337771394423076,5-10,Nap,0.02857142857142857,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,15-20,0.6337771394423076,5-10,Nap,0.02857142857142857,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,15-20,0.6337771394423076,10-15,Nap,0.0,0-5,Nap,0.5,Nap
02_IS,pre_nap,15-20,0.6337771394423076,10-15,Nap,0.0,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,15-20,0.6337771394423076,10-15,Nap,0.0,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,15-20,0.6337771394423076,10-15,Nap,0.0,15-20,Nap,0.15384615384615385,Nap
02_IS,pre_nap,15-20,0.6337771394423076,15-20,Nap,0.022727272727272728,0-5,Nap,0.5,Nap
02_IS,pre_nap,15-20,0.6337771394423076,15-20,Nap,0.022727272727272728,5-10,Nap,0.11764705882352941,Nap
02_IS,pre_nap,15-20,0.6337771394423076,15-20,Nap,0.022727272727272728,10-15,Nap,0.18181818181818182,Nap
02_IS,pre_nap,15-20,0.6337771394423076,15-20,Nap,0.022727272727272728,15-20,Nap,0.15384615384615385,Nap
03_LB,post_nap,0-5,0.7743143783675299,0-5,Nap,0.25,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,0-5,0.7743143783675299,0-5,Nap,0.25,5-10,Nap,0.2,Nap
03_LB,post_nap,0-5,0.7743143783675299,0-5,Nap,0.25,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,0-5,Nap,0.25,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,5-10,Nap,0.16666666666666666,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,0-5,0.7743143783675299,5-10,Nap,0.16666666666666666,5-10,Nap,0.2,Nap
03_LB,post_nap,0-5,0.7743143783675299,5-10,Nap,0.16666666666666666,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,5-10,Nap,0.16666666666666666,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,10-15,Nap,0.0625,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,0-5,0.7743143783675299,10-15,Nap,0.0625,5-10,Nap,0.2,Nap
03_LB,post_nap,0-5,0.7743143783675299,10-15,Nap,0.0625,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,10-15,Nap,0.0625,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,15-20,Nap,0.022727272727272728,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,0-5,0.7743143783675299,15-20,Nap,0.022727272727272728,5-10,Nap,0.2,Nap
03_LB,post_nap,0-5,0.7743143783675299,15-20,Nap,0.022727272727272728,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,0-5,0.7743143783675299,15-20,Nap,0.022727272727272728,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,0-5,Nap,0.25,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,5-10,0.7249592770351453,0-5,Nap,0.25,5-10,Nap,0.2,Nap
03_LB,post_nap,5-10,0.7249592770351453,0-5,Nap,0.25,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,0-5,Nap,0.25,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,5-10,Nap,0.16666666666666666,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,5-10,0.7249592770351453,5-10,Nap,0.16666666666666666,5-10,Nap,0.2,Nap
03_LB,post_nap,5-10,0.7249592770351453,5-10,Nap,0.16666666666666666,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,5-10,Nap,0.16666666666666666,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,10-15,Nap,0.0625,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,5-10,0.7249592770351453,10-15,Nap,0.0625,5-10,Nap,0.2,Nap
03_LB,post_nap,5-10,0.7249592770351453,10-15,Nap,0.0625,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,10-15,Nap,0.0625,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,15-20,Nap,0.022727272727272728,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,5-10,0.7249592770351453,15-20,Nap,0.022727272727272728,5-10,Nap,0.2,Nap
03_LB,post_nap,5-10,0.7249592770351453,15-20,Nap,0.022727272727272728,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,5-10,0.7249592770351453,15-20,Nap,0.022727272727272728,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,0-5,Nap,0.25,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,10-15,0.7237189185051691,0-5,Nap,0.25,5-10,Nap,0.2,Nap
03_LB,post_nap,10-15,0.7237189185051691,0-5,Nap,0.25,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,0-5,Nap,0.25,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,5-10,Nap,0.16666666666666666,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,10-15,0.7237189185051691,5-10,Nap,0.16666666666666666,5-10,Nap,0.2,Nap
03_LB,post_nap,10-15,0.7237189185051691,5-10,Nap,0.16666666666666666,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,5-10,Nap,0.16666666666666666,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,10-15,Nap,0.0625,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,10-15,0.7237189185051691,10-15,Nap,0.0625,5-10,Nap,0.2,Nap
03_LB,post_nap,10-15,0.7237189185051691,10-15,Nap,0.0625,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,10-15,Nap,0.0625,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,15-20,Nap,0.022727272727272728,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,10-15,0.7237189185051691,15-20,Nap,0.022727272727272728,5-10,Nap,0.2,Nap
03_LB,post_nap,10-15,0.7237189185051691,15-20,Nap,0.022727272727272728,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,10-15,0.7237189185051691,15-20,Nap,0.022727272727272728,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,0-5,Nap,0.25,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,15-20,0.7245308065414429,0-5,Nap,0.25,5-10,Nap,0.2,Nap
03_LB,post_nap,15-20,0.7245308065414429,0-5,Nap,0.25,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,0-5,Nap,0.25,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,5-10,Nap,0.16666666666666666,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,15-20,0.7245308065414429,5-10,Nap,0.16666666666666666,5-10,Nap,0.2,Nap
03_LB,post_nap,15-20,0.7245308065414429,5-10,Nap,0.16666666666666666,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,5-10,Nap,0.16666666666666666,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,10-15,Nap,0.0625,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,15-20,0.7245308065414429,10-15,Nap,0.0625,5-10,Nap,0.2,Nap
03_LB,post_nap,15-20,0.7245308065414429,10-15,Nap,0.0625,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,10-15,Nap,0.0625,15-20,Nap,0.16666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,15-20,Nap,0.022727272727272728,0-5,Nap,0.39285714285714285,Nap
03_LB,post_nap,15-20,0.7245308065414429,15-20,Nap,0.022727272727272728,5-10,Nap,0.2,Nap
03_LB,post_nap,15-20,0.7245308065414429,15-20,Nap,0.022727272727272728,10-15,Nap,0.26666666666666666,Nap
03_LB,post_nap,15-20,0.7245308065414429,15-20,Nap,0.022727272727272728,15-20,Nap,0.16666666666666666,Nap
03_LB,pre_nap,0-5,0.9303596371772306,0-5,Nap,0.1,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,0-5,0.9303596371772306,0-5,Nap,0.1,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,0-5,0.9303596371772306,0-5,Nap,0.1,10-15,Nap,0.2,Nap
03_LB,pre_nap,0-5,0.9303596371772306,0-5,Nap,0.1,15-20,Nap,0.15,Nap
03_LB,pre_nap,0-5,0.9303596371772306,5-10,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,0-5,0.9303596371772306,5-10,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,0-5,0.9303596371772306,5-10,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,0-5,0.9303596371772306,5-10,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,0-5,0.9303596371772306,10-15,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,0-5,0.9303596371772306,10-15,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,0-5,0.9303596371772306,10-15,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,0-5,0.9303596371772306,10-15,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,0-5,0.9303596371772306,15-20,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,0-5,0.9303596371772306,15-20,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,0-5,0.9303596371772306,15-20,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,0-5,0.9303596371772306,15-20,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,5-10,0.7798756367898401,0-5,Nap,0.1,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,5-10,0.7798756367898401,0-5,Nap,0.1,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,5-10,0.7798756367898401,0-5,Nap,0.1,10-15,Nap,0.2,Nap
03_LB,pre_nap,5-10,0.7798756367898401,0-5,Nap,0.1,15-20,Nap,0.15,Nap
03_LB,pre_nap,5-10,0.7798756367898401,5-10,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,5-10,0.7798756367898401,5-10,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,5-10,0.7798756367898401,5-10,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,5-10,0.7798756367898401,5-10,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,5-10,0.7798756367898401,10-15,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,5-10,0.7798756367898401,10-15,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,5-10,0.7798756367898401,10-15,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,5-10,0.7798756367898401,10-15,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,5-10,0.7798756367898401,15-20,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,5-10,0.7798756367898401,15-20,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,5-10,0.7798756367898401,15-20,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,5-10,0.7798756367898401,15-20,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,10-15,0.708727111207678,0-5,Nap,0.1,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,10-15,0.708727111207678,0-5,Nap,0.1,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,10-15,0.708727111207678,0-5,Nap,0.1,10-15,Nap,0.2,Nap
03_LB,pre_nap,10-15,0.708727111207678,0-5,Nap,0.1,15-20,Nap,0.15,Nap
03_LB,pre_nap,10-15,0.708727111207678,5-10,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,10-15,0.708727111207678,5-10,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,10-15,0.708727111207678,5-10,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,10-15,0.708727111207678,5-10,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,10-15,0.708727111207678,10-15,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,10-15,0.708727111207678,10-15,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,10-15,0.708727111207678,10-15,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,10-15,0.708727111207678,10-15,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,10-15,0.708727111207678,15-20,Nap,0.0,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,10-15,0.708727111207678,15-20,Nap,0.0,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,10-15,0.708727111207678,15-20,Nap,0.0,10-15,Nap,0.2,Nap
03_LB,pre_nap,10-15,0.708727111207678,15-20,Nap,0.0,15-20,Nap,0.15,Nap
03_LB,pre_nap,15-20,0.7190319500612409,0-5,Nap,0.1,0-5,Nap,0.3333333333333333,Nap
03_LB,pre_nap,15-20,0.7190319500612409,0-5,Nap,0.1,5-10,Nap,0.2727272727272727,Nap
03_LB,pre_nap,15-20,0.7190319500612409,0-5,Nap,0.1,10-15,Nap,0.2,Nap
03_LB,pre_nap,15-20,0.7190319500612409,0-5,Nap,0.1,15-20,Nap,0.15,Nap
